seqcol_digest,refget_digest,alias,alias_kind,sequence_accession
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Pa-WHi40R5v5O6fTx4sCNSft0jPu1UNj,GL582975.1,genbank_accession,GL582975.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Pa-WHi40R5v5O6fTx4sCNSft0jPu1UNj,NW_003571051.1,refseq_accession,NW_003571051.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Pa-WHi40R5v5O6fTx4sCNSft0jPu1UNj,HG531_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.PicBvCAbnUSFqhnuDDn_cXIthleuDjzO,GL383564.1,genbank_accession,GL383564.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.PicBvCAbnUSFqhnuDDn_cXIthleuDjzO,NW_003315953.1,refseq_accession,NW_003315953.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.PicBvCAbnUSFqhnuDDn_cXIthleuDjzO,HSCHR17_1_CTG4,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QB_zaWLSQnvSbU6xS1Fo7ULJ68yPbqxo,GL582970.1,genbank_accession,GL582970.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QB_zaWLSQnvSbU6xS1Fo7ULJ68yPbqxo,NW_003571039.1,refseq_accession,NW_003571039.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QB_zaWLSQnvSbU6xS1Fo7ULJ68yPbqxo,HG736_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QdTT6dkTK-BiF9fSf4WNxYgT32IpMFeD,GL000204.1,genbank_accession,GL000204.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QdTT6dkTK-BiF9fSf4WNxYgT32IpMFeD,NT_113943.1,refseq_accession,NT_113943.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QdTT6dkTK-BiF9fSf4WNxYgT32IpMFeD,HSCHR17_RANDOM_CTG2,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QdTT6dkTK-BiF9fSf4WNxYgT32IpMFeD,chr17_gl000204_random,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qmg0fzIrKNmbX_QaMvYDZ34Nvzac7d0J,GL383539.1,genbank_accession,GL383539.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qmg0fzIrKNmbX_QaMvYDZ34Nvzac7d0J,NW_003315928.1,refseq_accession,NW_003315928.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qmg0fzIrKNmbX_QaMvYDZ34Nvzac7d0J,HSCHR9_1_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qn00c2PXYdwLY8xGKs-OI2QNv8IcsLya,GL582974.1,genbank_accession,GL582974.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qn00c2PXYdwLY8xGKs-OI2QNv8IcsLya,NW_003571048.1,refseq_accession,NW_003571048.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Qn00c2PXYdwLY8xGKs-OI2QNv8IcsLya,HG858_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QoCrGR87hLr2U9dy71eeQbjFmIBbUMFS,JH806598.1,genbank_accession,JH806598.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QoCrGR87hLr2U9dy71eeQbjFmIBbUMFS,NW_004070888.1,refseq_accession,NW_004070888.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.QoCrGR87hLr2U9dy71eeQbjFmIBbUMFS,HG1453_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RFspaz8KuZeAjhg97VcWrvIm1YNWTE5T,JH806584.1,genbank_accession,JH806584.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RFspaz8KuZeAjhg97VcWrvIm1YNWTE5T,NW_004070874.1,refseq_accession,NW_004070874.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RFspaz8KuZeAjhg97VcWrvIm1YNWTE5T,HG1487_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RI8YcAlEnHAQxAsHhTVKm6JYJkZZQLXv,GL582979.2,genbank_accession,GL582979.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RI8YcAlEnHAQxAsHhTVKm6JYJkZZQLXv,NW_003571063.2,refseq_accession,NW_003571063.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RI8YcAlEnHAQxAsHhTVKm6JYJkZZQLXv,HG506_HG507_HG1000_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RNzX11H890dfkdlWjyXaUlSxj6LKv_bp,GL000236.1,genbank_accession,GL000236.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RNzX11H890dfkdlWjyXaUlSxj6LKv_bp,NT_167230.1,refseq_accession,NT_167230.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RNzX11H890dfkdlWjyXaUlSxj6LKv_bp,HSCHRUN_RANDOM_CTG29,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RNzX11H890dfkdlWjyXaUlSxj6LKv_bp,chrUn_gl000236,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RTZguWq8pXb7TU5HcvH7YTN7eWEU8kR2,GL000212.1,genbank_accession,GL000212.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RTZguWq8pXb7TU5HcvH7YTN7eWEU8kR2,NT_113923.1,refseq_accession,NT_113923.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RTZguWq8pXb7TU5HcvH7YTN7eWEU8kR2,HSCHRUN_RANDOM_CTG2,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.RTZguWq8pXb7TU5HcvH7YTN7eWEU8kR2,chrUn_gl000212,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_21atTkM2V4WyOFLQ8p74B6bfH07ZOs,GL949746.1,genbank_accession,GL949746.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_21atTkM2V4WyOFLQ8p74B6bfH07ZOs,NW_003571054.1,refseq_accession,NW_003571054.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_21atTkM2V4WyOFLQ8p74B6bfH07ZOs,HSCHR19LRC_COX1_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R__E8KtK1gr4H-YpppnYHl1_G0kSNytU,KB663604.1,genbank_accession,KB663604.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R__E8KtK1gr4H-YpppnYHl1_G0kSNytU,NW_004504300.1,refseq_accession,NW_004504300.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R__E8KtK1gr4H-YpppnYHl1_G0kSNytU,HG357_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_hppUEtKijn0V73Hqu0lou2oQtPo-ux,GL383572.1,genbank_accession,GL383572.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_hppUEtKijn0V73Hqu0lou2oQtPo-ux,NW_003315961.1,refseq_accession,NW_003315961.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.R_hppUEtKijn0V73Hqu0lou2oQtPo-ux,HSCHR18_2_CTG2_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SOVDMTYGIxAemENYORhBIKG1UtMN-Cxx,GL949742.1,genbank_accession,GL949742.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SOVDMTYGIxAemENYORhBIKG1UtMN-Cxx,NW_003571036.1,refseq_accession,NW_003571036.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SOVDMTYGIxAemENYORhBIKG1UtMN-Cxx,HSCHR5_3_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SQvGwTlxHEf9a3bBWF-mR1kNVBrQnnh6,JH159149.1,genbank_accession,JH159149.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SQvGwTlxHEf9a3bBWF-mR1kNVBrQnnh6,NW_003871094.1,refseq_accession,NW_003871094.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.SQvGwTlxHEf9a3bBWF-mR1kNVBrQnnh6,HG729_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.S_KjnFVz-FE7M0W6yoaUDgYxLPc1jyWU,CM000663.1,genbank_accession,CM000663.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.S_KjnFVz-FE7M0W6yoaUDgYxLPc1jyWU,NC_000001.10,refseq_accession,NC_000001.10
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.S_KjnFVz-FE7M0W6yoaUDgYxLPc1jyWU,1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.S_KjnFVz-FE7M0W6yoaUDgYxLPc1jyWU,chr1,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T31BYNzoDjFnMrDTuMwzngMbtf2xFKME,KE332495.1,genbank_accession,KE332495.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T31BYNzoDjFnMrDTuMwzngMbtf2xFKME,NW_004775426.1,refseq_accession,NW_004775426.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T31BYNzoDjFnMrDTuMwzngMbtf2xFKME,HG957_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T36nv1_QK6P6veHQRyfl5sdsUBut08h9,JH636059.1,genbank_accession,JH636059.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T36nv1_QK6P6veHQRyfl5sdsUBut08h9,NW_003871067.1,refseq_accession,NW_003871067.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.T36nv1_QK6P6veHQRyfl5sdsUBut08h9,HG962_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TTjImcojLEHYhERdMFZ8R0JGRPnw5Vic,KE332498.1,genbank_accession,KE332498.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TTjImcojLEHYhERdMFZ8R0JGRPnw5Vic,NW_004775429.1,refseq_accession,NW_004775429.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TTjImcojLEHYhERdMFZ8R0JGRPnw5Vic,HG193_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TiBSRh_dGfiWea48SOQEhMsNzy0LnzaK,GL000246.1,genbank_accession,GL000246.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TiBSRh_dGfiWea48SOQEhMsNzy0LnzaK,NT_167240.1,refseq_accession,NT_167240.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TiBSRh_dGfiWea48SOQEhMsNzy0LnzaK,HSCHRUN_RANDOM_CTG39,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TiBSRh_dGfiWea48SOQEhMsNzy0LnzaK,chrUn_gl000246,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TjaDttIx1DipzRLLW-WdFssaLVqavk03,JH806596.1,genbank_accession,JH806596.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TjaDttIx1DipzRLLW-WdFssaLVqavk03,NW_004070886.1,refseq_accession,NW_004070886.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TjaDttIx1DipzRLLW-WdFssaLVqavk03,HG1442_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TxEuEgmPMcvVFDXc_oLpcZOw5taF2J6g,GL877872.1,genbank_accession,GL877872.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TxEuEgmPMcvVFDXc_oLpcZOw5taF2J6g,NW_003571034.1,refseq_accession,NW_003571034.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.TxEuEgmPMcvVFDXc_oLpcZOw5taF2J6g,HG1032_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ty1MZgCXzlCF81bA1yojF4tQL3zpP-61,GL383521.1,genbank_accession,GL383521.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ty1MZgCXzlCF81bA1yojF4tQL3zpP-61,NW_003315908.1,refseq_accession,NW_003315908.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Ty1MZgCXzlCF81bA1yojF4tQL3zpP-61,HSCHR2_1_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UNOrkSBQB-cjLTZJmzje0Ha00wta0zNH,GL383560.1,genbank_accession,GL383560.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UNOrkSBQB-cjLTZJmzje0Ha00wta0zNH,NW_003315949.1,refseq_accession,NW_003315949.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UNOrkSBQB-cjLTZJmzje0Ha00wta0zNH,HG75_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UQf4P8h55Z6EdK5tczmAACezbKN5QQev,GL383530.1,genbank_accession,GL383530.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UQf4P8h55Z6EdK5tczmAACezbKN5QQev,NW_003315918.1,refseq_accession,NW_003315918.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.UQf4P8h55Z6EdK5tczmAACezbKN5QQev,HSCHR5_1_CTG2,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Un1GYUcihKIkQud_HM0sq17zRauqOTIc,KB021644.1,genbank_accession,KB021644.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Un1GYUcihKIkQud_HM0sq17zRauqOTIc,NW_004166862.1,refseq_accession,NW_004166862.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Un1GYUcihKIkQud_HM0sq17zRauqOTIc,HSCHR6_2_CTG5,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Uy4MQ3An2cGbwvHghzWyQw6U0DWdpZsD,GL000254.1,genbank_accession,GL000254.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Uy4MQ3An2cGbwvHghzWyQw6U0DWdpZsD,NT_167247.1,refseq_accession,NT_167247.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Uy4MQ3An2cGbwvHghzWyQw6U0DWdpZsD,HSCHR6_MHC_MCF_CTG1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Uy4MQ3An2cGbwvHghzWyQw6U0DWdpZsD,chr6_mcf_hap5,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.V0CMtzYdkge7BgW5bmxhi0jlzyvuRY0L,GL383522.1,genbank_accession,GL383522.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.V0CMtzYdkge7BgW5bmxhi0jlzyvuRY0L,NW_003315909.1,refseq_accession,NW_003315909.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.V0CMtzYdkge7BgW5bmxhi0jlzyvuRY0L,HSCHR2_1_CTG12,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VF0_IQ8IoEByFDFjRFURqNnrcjId2V-U,JH159135.2,genbank_accession,JH159135.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VF0_IQ8IoEByFDFjRFURqNnrcjId2V-U,NW_003871066.2,refseq_accession,NW_003871066.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VF0_IQ8IoEByFDFjRFURqNnrcjId2V-U,HG418_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VNBualIltAyi2AI_uXcKU7M9XUOuA7MS,CM000665.1,genbank_accession,CM000665.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VNBualIltAyi2AI_uXcKU7M9XUOuA7MS,NC_000003.11,refseq_accession,NC_000003.11
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VNBualIltAyi2AI_uXcKU7M9XUOuA7MS,3,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.VNBualIltAyi2AI_uXcKU7M9XUOuA7MS,chr3,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Vsty5A8LDaO_gs6s9tUC5wsBgTopvI8J,GL582976.1,genbank_accession,GL582976.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Vsty5A8LDaO_gs6s9tUC5wsBgTopvI8J,NW_003571052.1,refseq_accession,NW_003571052.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Vsty5A8LDaO_gs6s9tUC5wsBgTopvI8J,HG185_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W2U0LNWky9tgPEcAKkeNu9nNMx_3JqRx,JH159148.1,genbank_accession,JH159148.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W2U0LNWky9tgPEcAKkeNu9nNMx_3JqRx,NW_003871093.1,refseq_accession,NW_003871093.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W2U0LNWky9tgPEcAKkeNu9nNMx_3JqRx,HSCHR17_6_CTG4,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W6wLoIFOn4G7cjopxPxYNk2lcEqhLQFb,CM000678.1,genbank_accession,CM000678.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W6wLoIFOn4G7cjopxPxYNk2lcEqhLQFb,NC_000016.9,refseq_accession,NC_000016.9
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W6wLoIFOn4G7cjopxPxYNk2lcEqhLQFb,16,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.W6wLoIFOn4G7cjopxPxYNk2lcEqhLQFb,chr16,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WZ2V7XH5Df3cPLfYeZbc2G2Tl2-h0hsF,KB663606.1,genbank_accession,KB663606.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WZ2V7XH5Df3cPLfYeZbc2G2Tl2-h0hsF,NW_004504302.1,refseq_accession,NW_004504302.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WZ2V7XH5Df3cPLfYeZbc2G2Tl2-h0hsF,HG1074_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Wczr0fr52D0g46F3glnGBbMaYof04RBg,JH159147.1,genbank_accession,JH159147.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Wczr0fr52D0g46F3glnGBbMaYof04RBg,NW_003871092.1,refseq_accession,NW_003871092.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.Wczr0fr52D0g46F3glnGBbMaYof04RBg,HSCHR17_5_CTG4,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WurmRgXgFkbY6-Z7A3A4O_CbjPhqSlos,GL582973.1,genbank_accession,GL582973.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WurmRgXgFkbY6-Z7A3A4O_CbjPhqSlos,NW_003571045.1,refseq_accession,NW_003571045.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WurmRgXgFkbY6-Z7A3A4O_CbjPhqSlos,HG281_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WwopSwSOxBxmVLoVEgWOsRGqgz9O9IEg,JH159139.1,genbank_accession,JH159139.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WwopSwSOxBxmVLoVEgWOsRGqgz9O9IEg,NW_003871077.1,refseq_accession,NW_003871077.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WwopSwSOxBxmVLoVEgWOsRGqgz9O9IEg,HG305_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WyYCLC4VxJvbBz2b_wBWF5BdQotiUVdB,GL000194.1,genbank_accession,GL000194.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WyYCLC4VxJvbBz2b_wBWF5BdQotiUVdB,NT_113888.1,refseq_accession,NT_113888.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WyYCLC4VxJvbBz2b_wBWF5BdQotiUVdB,HSCHR4_RANDOM_CTG3,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.WyYCLC4VxJvbBz2b_wBWF5BdQotiUVdB,chr4_gl000194_random,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKRBzsLxpYOK2QERzjp3eUwEL4VsPrSX,JH159142.2,genbank_accession,JH159142.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKRBzsLxpYOK2QERzjp3eUwEL4VsPrSX,NW_003871080.1,refseq_accession,NW_003871080.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKRBzsLxpYOK2QERzjp3eUwEL4VsPrSX,HG388_HG400_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKeFO_ksB66EVSh2uK6vlkxZ6iUBuK9e,GL383553.2,genbank_accession,GL383553.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKeFO_ksB66EVSh2uK6vlkxZ6iUBuK9e,NW_003315942.2,refseq_accession,NW_003315942.2
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XKeFO_ksB66EVSh2uK6vlkxZ6iUBuK9e,HSCHR12_3_CTG2_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XOgHwwR3Upfp5sZYk6ZKzvV25a4RBVu8,CM000684.1,genbank_accession,CM000684.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XOgHwwR3Upfp5sZYk6ZKzvV25a4RBVu8,NC_000022.10,refseq_accession,NC_000022.10
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XOgHwwR3Upfp5sZYk6ZKzvV25a4RBVu8,22,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XOgHwwR3Upfp5sZYk6ZKzvV25a4RBVu8,chr22,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XXi2_O1ly-CCOi3HP5TypAw7LtC6niFG,CM000673.1,genbank_accession,CM000673.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XXi2_O1ly-CCOi3HP5TypAw7LtC6niFG,NC_000011.9,refseq_accession,NC_000011.9
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XXi2_O1ly-CCOi3HP5TypAw7LtC6niFG,11,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XXi2_O1ly-CCOi3HP5TypAw7LtC6niFG,chr11,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XeUTDccSHrgSVlADeBT0eRKf7T9iNbcE,GL383550.1,genbank_accession,GL383550.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XeUTDccSHrgSVlADeBT0eRKf7T9iNbcE,NW_003315939.1,refseq_accession,NW_003315939.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XeUTDccSHrgSVlADeBT0eRKf7T9iNbcE,HSCHR12_1_CTG2_1,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XpWfvPxOUPGXWxBoxKNQz2tnAbHQTaQO,JH591183.1,genbank_accession,JH591183.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XpWfvPxOUPGXWxBoxKNQz2tnAbHQTaQO,NW_003871070.1,refseq_accession,NW_003871070.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XpWfvPxOUPGXWxBoxKNQz2tnAbHQTaQO,HG339_PATCH,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XwtbTDF51a49lUNo45BeoHoMbY7YaUoq,GL000217.1,genbank_accession,GL000217.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XwtbTDF51a49lUNo45BeoHoMbY7YaUoq,NT_167212.1,refseq_accession,NT_167212.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XwtbTDF51a49lUNo45BeoHoMbY7YaUoq,HSCHRUN_RANDOM_CTG7,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.XwtbTDF51a49lUNo45BeoHoMbY7YaUoq,chrUn_gl000217,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YPOeiq_9uTtIsMUja9AqKO_NbDm91yuZ,GL000235.1,genbank_accession,GL000235.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YPOeiq_9uTtIsMUja9AqKO_NbDm91yuZ,NT_167229.1,refseq_accession,NT_167229.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YPOeiq_9uTtIsMUja9AqKO_NbDm91yuZ,HSCHRUN_RANDOM_CTG28,seqcol_name,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YPOeiq_9uTtIsMUja9AqKO_NbDm91yuZ,chrUn_gl000235,ucsc,
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YaOI_5KJtbcZ0VBMd_c-I8BXDhAkN2SK,GL383551.1,genbank_accession,GL383551.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YaOI_5KJtbcZ0VBMd_c-I8BXDhAkN2SK,NW_003315940.1,refseq_accession,NW_003315940.1
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,SQ.YaOI_5KJtbcZ0VBMd_c-I8BXDhAkN2SK,HSCHR12_1_CTG5,seqcol_name,
