seqcol_digest,sequence_index,name,refget_digest,length
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,171,NW_003871073.1,SQ.OYD_B_tg1ilN4qmMhHMvRUeF_A1SiBFz,200998
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,172,NW_003871074.1,SQ.H-FcilbhTd1DIsKaCzkabHWNIc7smIfL,191409
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,173,NW_003571046.1,SQ.7p7MPKS-oiqUqWwL80lR42OHfdjfPNDP,276448
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,174,NW_004070871.1,SQ.EZG3Q7xvM2XQ-HQTX5w1BEEmWo-AGqtB,872115
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,175,NW_003871081.1,SQ.zuIA_X-7_vYYNRrLHLlBHVhjRjGbRDrO,191402
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,176,NW_003871079.1,SQ.ksE2s_NOJh6lKWSE1qBB4H9eGNryXVam,240775
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,177,NW_003871077.1,SQ.WwopSwSOxBxmVLoVEgWOsRGqgz9O9IEg,120441
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,178,NW_003871080.1,SQ.XKRBzsLxpYOK2QERzjp3eUwEL4VsPrSX,326647
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,179,NW_003871078.1,SQ.aRccFk90JGe78sHokskst63MtgAXdwVB,546435
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,180,NW_003871072.2,SQ.BKNQeB9RiM5eG9SgCYGoh5ouE_3DQo6X,408430
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,181,NW_003871076.1,SQ.4gY0lzvpaIS8TVtARi5unA8nYYUVX33L,108875
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,182,NW_003571048.1,SQ.Qn00c2PXYdwLY8xGKs-OI2QNv8IcsLya,163298
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,183,NW_003571049.1,SQ.9kvA1SAHFWA7PI91tIMSidKkALqFXbYr,167313
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,184,NW_003871083.2,SQ._mGw7nLU7nsuaIvOQFiVp3JX3npOQrFG,273128
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,185,NW_003571047.1,SQ.xX2Spx7wJ-cJ2ewNkWh6RQDim4XTJuI-,372609
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,186,NW_003571050.1,SQ.MYR92N9ChPkZXxy6nWXbiR5RGKuJWDC0,408271
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,187,NW_003315938.1,SQ.px02pr2p01rDRYZI9Sxa7s9w2sryr_s9,120804
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,188,NW_003315939.1,SQ.XeUTDccSHrgSVlADeBT0eRKf7T9iNbcE,169178
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,189,NW_003315941.1,SQ.qStaAo9HyPxz7yXqUQJpCka0sixGY-6J,138655
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,190,NW_003315942.2,SQ.XKeFO_ksB66EVSh2uK6vlkxZ6iUBuK9e,152874
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,191,NW_004504303.2,SQ.cgK4YFKwaKvmAjXsRllLDHKFwkroYs8x,334922
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,192,NW_003315940.1,SQ.YaOI_5KJtbcZ0VBMd_c-I8BXDhAkN2SK,184319
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,193,NW_003315937.1,SQ.25NlE4s4JcWYeHdkVivjhmijSdmI2jah,165247
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,194,NW_003571051.1,SQ.Pa-WHi40R5v5O6fTx4sCNSft0jPu1UNj,34662
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,195,NW_004166863.1,SQ.MLBidBvXbxC0U0wo6ReZ8y-SfFJW3aLo,1523386
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,196,NW_003315943.1,SQ.clM4cQc78Opxpec7OgoJPN9UBe6YZb1b,296527
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,197,NW_003315944.1,SQ.ESbD7fT401SLprg1F1xuDD07MGVLvSQY,388773
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,198,NW_003871084.1,SQ.D-jSazU4DEhw9xu469tlLkydLjBm9ztH,170033
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,199,NW_003315945.1,SQ.zmOX7gaNMbPsD0e7vAXK-MixMsR7OTwj,192462
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,200,NW_003871085.1,SQ.p9E0xpqkJaAHEoa6DvBpWhjiYt8dgxe0,97345
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,201,NW_003315946.1,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,89672
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,202,NW_004070872.2,SQ.8pd48-oTW4pEgtShVMwXkor1_-Ht_5Ue,342635
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,203,NW_003315952.2,SQ.dQh3rrLrwthjbU69lkwK5UoljBeyaNVw,270261
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,204,NW_003315951.1,SQ.rgg0_UVDr-WZljtk2QqJBB_2BoBhPTi9,45551
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,205,NW_003315950.2,SQ.CrU8oWuwWaKwbXOB5c9kLSeIiedR5vgb,644425
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,206,NW_004775433.1,SQ.zTYY1t6u6dZ6lZKW3WNg5XpuDX-9_DFc,341712
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,207,NW_003871090.1,SQ.fjVgcqDGfd4px40-W6xw-U5nG4NOu4BU,194862
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,208,NW_004166864.2,SQ.GktC5FwC2AJ6GRknL_WeFjY4C8GqAYdr,211416
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,209,NW_003315949.1,SQ.UNOrkSBQB-cjLTZJmzje0Ha00wta0zNH,534288
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,210,NW_003315948.2,SQ.He0spYDVowJohepGfwqbx9DZGAi_HUU6,338640
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,211,NW_003871091.1,SQ.r5bz8vNOqnaVR5i7NNDPRLc-7lKy0Ofn,278131
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,212,NW_003871093.1,SQ.W2U0LNWky9tgPEcAKkeNu9nNMx_3JqRx,88070
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,213,NW_003871092.1,SQ.Wczr0fr52D0g46F3glnGBbMaYof04RBg,70345
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,214,NW_003315953.1,SQ.PicBvCAbnUSFqhnuDDn_cXIthleuDjzO,133151
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,215,NW_003571052.1,SQ.Vsty5A8LDaO_gs6s9tUC5wsBgTopvI8J,412535
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,216,NW_003871086.1,SQ.k80yhRiieoe9tTxxKGmkLqlXKtmEK4pC,454385
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,217,NW_003315947.1,SQ.8Wv5t77Yt0CjX3nviWc8xnyco-uUb2Ad,457041
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,218,NW_003871088.1,SQ.kX8PXrSS4vXfVpVbPh1G2Orzl2hi5VnU,388340
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,219,NW_003315954.1,SQ.rr0K6q_aJbcKQEUuis8ZStFj8IcsS9fD,223995
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,220,NW_003315955.1,SQ.OQeFEy4Y9B9Ul3Lyh-5tE74hhxF5S5pJ,90219
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,221,NW_003871089.1,SQ.hEYRZ9UuRu-b5AYDeKeGMgOsBSguVp9H,376223
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,222,NW_003871087.1,SQ.rYg5vNx6PQKiXLKvBwbeeoE8oMvXOXTx,186059
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,223,NW_003315956.1,SQ.jpgI9PKjFFcmRJ6DhA24-SlqBP_WbtsJ,289831
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,224,NW_003315959.1,SQ.ZYJJjBBGlSiWL1A3IO2pElqttFsmWCNr,164789
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,225,NW_003315960.1,SQ.8L1QChyEhTJ0Ou0JUEEpP0H-xCoiue1N,198278
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,226,NW_003315957.1,SQ.mpHjLXhnMYfgLLGk6F1q7Le-oXDnoCle,104552
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,227,NW_003315958.1,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,167950
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,228,NW_003315961.1,SQ.R_hppUEtKijn0V73Hqu0lou2oQtPo-ux,159547
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,229,NW_003871094.1,SQ.SQvGwTlxHEf9a3bBWF-mR1kNVBrQnnh6,245473
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,230,NW_003571053.2,SQ.Z51NXkflKbfrM39z43fpzzVDaLHBzUDt,580393
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,231,NW_003315962.1,SQ._lEIvT8iHL5XGdl6XibP4GC1MeBuoEiD,385657
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,232,NW_003315964.2,SQ.Ke3kTlQ21XVYX7avwlj8LDiX5S1cmbPf,170222
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,233,NW_003315965.1,SQ.v7pqSi3AgQ6DH4MDZlApxD5wXNukCNnW,188024
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,234,NW_003315963.1,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,155864
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,235,NW_004775434.1,SQ.5E1PxF3L7JrKMS_BZ3AIFO2JEGRn3FEg,579598
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,236,NW_004166865.1,SQ.ygxOeYuVhn0JnZ2jfXn9LOptgaEYSLdX,1058686
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,237,NW_003571054.1,SQ.R_21atTkM2V4WyOFLQ8p74B6bfH07ZOs,987716
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,238,NW_003571055.1,SQ.gY2EXGHOJLZQrFoYmXryCFvljGStGA7X,729519
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,239,NW_003571056.1,SQ.9wgAcGZ6Z8FRG-ci-y9hijWzg1LEueb9,1064303
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,240,NW_003571057.1,SQ.7WarMT6pVI6hCrnBl_GJLgurKTN2rH-1,1091840
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,241,NW_003571058.1,SQ.PAGa3Ek55XVwfClQ2A6PVAIJtl565JYa,1066389
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,242,NW_003571059.1,SQ.FWiM227xWvon14ZANgTVkjrtiAdQELba,1002682
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,243,NW_003571060.1,SQ.uIWxPT82_D_Q8jorfznOy58_tsn3ssG5,987100
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,244,NW_003571061.1,SQ.aS6I33pVFc46cWhJAqh9_N6PxBFHM8qT,796478
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,245,NW_003315966.1,SQ.MZ053lXmAB5p0asRHn4waM2Oegb6Op8r,128385
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,246,NW_003871095.1,SQ.6FO4t2Q2zWcYDWrduHgv1951yvJ_YeDf,70483
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,247,NW_004504304.1,SQ.6vB1NDw4x2ACzR8hDqznMK5NjPvm_uR7,283551
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,248,NW_003571063.2,SQ.RI8YcAlEnHAQxAsHhTVKm6JYJkZZQLXv,179899
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,249,NW_003315967.1,SQ.v1AJJQUgze3G_ou3DwA1O469PusBn71i,63917
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,250,NW_003315968.1,SQ.-4RHunVErOdAntqQMJf9mzg5McCgBdjz,201198
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,251,NW_003315969.1,SQ.-bIfz9v4udbclsaZpxRQ59nTjEQuHn-q,74652
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,252,NW_003315970.1,SQ.KSNmrcRDmeKg8iycf2pvv0XF1QXqHznx,116690
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,253,NW_004775435.1,SQ.ZbbiRjUQ0E8nFhIRYPhRjHeU3Ps7C_jQ,307252
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,254,NW_004070874.1,SQ.RFspaz8KuZeAjhg97VcWrvIm1YNWTE5T,70876
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,255,NW_004070873.1,SQ.NklPR_rcol19F3QEuGTiO9iefV48ayEG,167183
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,256,NW_004070875.1,SQ.cPTPJSOxH4cLytgmuI6XhPo3RXiuxwNK,73505
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,257,NW_003871096.1,SQ.NosnoAr05Fd_6zTHFcah6VvMCWrDO-Bq,212298
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,258,NW_003315972.1,SQ.OCxsmG38EKgjAWmbmAg1Wb5-tX6dssfl,96924
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,259,NW_003315971.2,SQ.4UtsO5P3uzzKS5LrK3MtXFpkYV3PWDQ_,162811
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,260,NW_004504305.1,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,74013
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,261,NW_004070876.1,SQ.EscTBUeZKbDEPWsKtm8MrwYypUQDWza8,43543
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,262,NW_003571064.2,SQ.tXjseBXWiUMj9eX9oT_eJLer9IxUjBSn,284527
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,263,NW_003871098.1,SQ.ja0KWvV0Ze72dMoFEtvonHUwXvQGB0Qe,898979
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,264,NW_003871099.1,SQ.2QR7W9VM3BUBu-bYmzKd9JLgdb3kkcvB,522319
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,265,NW_004070879.1,SQ.1kDCj75Ih0ytr07O6dIA2HrzJ5bpqDec,270630
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,266,NW_004166866.1,SQ.LsLYm8dukNGcepXQMROiUe-cYSoK-v0Z,469972
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,267,NW_004070880.2,SQ.GfmWuL_X-EREJd5Wa9_xXT7NMgf5VX17,2418393
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,268,NW_004070877.1,SQ.c0eeYicfOKzSW6ofDCvwEBhzlUzBQux0,4110759
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,269,NW_004070881.1,SQ.AcjWF9uDMtDnkREntLucxVKv0FLkU4_-,882083
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,270,NW_004070882.1,SQ.eRLt82u5vgT7iWJGp2H_1sibK_IaZGEQ,835911
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,271,NW_003871100.1,SQ.kby0urqnMlReGOFQ6aGR5caN6j3sbWIY,1461188
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,272,NW_003871101.3,SQ.9m8kIv2c3Gu2lO0QiVb36Ca4LfGoUlxw,752267
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,273,NW_004070883.1,SQ.P43wBBDjAn9kCSorDxqSIGhfY9tUUgo0,389631
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,274,NW_004070884.1,SQ.dlU6Hx_qdb_E9hZLWvMMiiDybJeVtKlI,390496
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,275,NW_004070885.1,SQ.4LAplxkttGPS0J08njLBPo2l00fQcTNn,444074
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,276,NW_003871102.1,SQ.pVEhJCo0SKGKdq8HvN_orgvej7Ru3zT5,65034
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,277,NW_004070878.1,SQ.4irlBeCQ5rmAyWqZn31K8ZpThobzfzmS,862483
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,278,NW_004070891.1,SQ.fk6qUjP_QRwnheqldrr0fYw3Mle_LIyW,1389764
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,279,NW_004070892.1,SQ.-tZxgs19OuQcNfkbfnbNm8SmkdKpdBK4,713266
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,280,NW_004070893.1,SQ.KKljB20e6C4AnARGfHc-2fHIV_49_UHk,182949
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,281,NW_004070886.1,SQ.TjaDttIx1DipzRLLW-WdFssaLVqavk03,413927
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,282,NW_004070887.1,SQ.9i1AWyJtZplGpqX68JjPc0MlSobZUmC5,1045622
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,283,NW_004070888.1,SQ.QoCrGR87hLr2U9dy71eeQbjFmIBbUMFS,899320
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,284,NW_004070889.1,SQ.c-xC99OasC1IQuwndBYQ9SuQdwXk0NBS,1214327
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,285,NW_004070890.2,SQ.AsW-Hlhu5IqtnVr0ozIe9QRDt4CArtZa,6530008
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,286,NW_003871103.3,SQ.M1PfvbbxhMXzJy38TPoXvz_Fsf_3C7p4,3110903
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,287,NT_167244.1,SQ.hJnTxfgkT6s9rxRL_FkTMRruJ1AT9aGQ,4622290
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,288,NT_113891.2,SQ.H_D-fxywmcrWCqQDfOWJffTjaP6BRFjh,4795371
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,289,NT_167245.1,SQ._FGFw4esfBumSKW-W0ewtvrRPUjJpTmj,4610396
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,290,NT_167246.1,SQ.j1e07Wg72Y3X6Zk1hOR7-P1aoHzX6kql,4683263
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,291,NT_167247.1,SQ.Uy4MQ3An2cGbwvHghzWyQw6U0DWdpZsD,4833398
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,292,NT_167248.1,SQ.9eCeuJy8HFRbkeC9SwZEf6OR-Xw9YesS,4611984
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,293,NT_167249.1,SQ.iZPELjwrn3QLR9cnDzUZHNGAcLbP4fxb,4928567
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,294,NT_167250.1,SQ.drs1haorZ1b1ZtdR5ustN1Xa_5olVytr,590426
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,295,NT_167251.1,SQ.sJxlVlgF8Gw1eAW4n0-G1u1EGgM2W_qo,1680828
XJWKh8nsSqBFfcU0DIHMZohYyCWF-vcA,296,NC_012920.1,SQ.k3grVkjY-hoWcCUojHw6VU6GE3MZ8Sct,16569
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,0,NC_000001.11,SQ.Ya6Rs7DHhDeg7YaOSg1EoNi3U_nQ9SvO,248956422
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,1,NT_187361.1,SQ.okgtEs0DCmkmjr_v44IdOe1ryLBi-sgX,175055
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,2,NT_187362.1,SQ._8ce8l5F3z9WikmpRdxGAF7nV73j_ql6,32032
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,3,NT_187363.1,SQ.Q3uO3tBy4rEk2doAT5RErajZDnO3NYXn,127682
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,4,NT_187364.1,SQ.SZbCT69Typl0CHo8XCuTJQPtWtPp41SK,66860
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,5,NT_187365.1,SQ.MvS9OEU0ldkIVyhI9sjlGLz_Xab7QMVi,40176
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,6,NT_187366.1,SQ.2jZ5Lef7x4Vq6-91MsEwRX25EIhxKmBv,42210
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,7,NT_187367.1,SQ.bmj6ZNLywBdBQAT_MPbShYgYkxalJOtc,176043
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,8,NT_187368.1,SQ.QQ5hn1CY5aDzn8TdrkZ7koEaRSrugq2f,40745
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,9,NT_187369.1,SQ.EZrqi-t8P7zw5KgeeTYANzZJFfHAAotB,41717
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,10,NC_000002.12,SQ.pnAqCRBrTsUoBghSD1yp_jXWSmlbdh4g,242193529
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,11,NT_187370.1,SQ.viZKeEZQfWivgcXlUlmIH2MkU_KeaxWm,161471
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,12,NT_187371.1,SQ.4B1F4oQX-aalUfQzIGiGSNqfMPjtbK8O,153799
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,13,NC_000003.12,SQ.Zu7h9AggXxhTaGVsy7h_EZSChSZGcmgX,198295559
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,14,NT_167215.1,SQ.4B6-ZKomKbCP3qJdfB8XKcD2ENOifPCf,155397
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,15,NC_000004.12,SQ.HxuclGHh0XCDuF8x6yQrpHUBL7ZntAHc,190214555
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,16,NT_113793.3,SQ.au9Wj9AQZTJdljZ35xQkr5s5SbLOrGDT,209709
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,17,NC_000005.10,SQ.aUiQCzCPZ2d0csHbMSbh2NzInhonSXwI,181538259
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,18,NT_113948.1,SQ.xg302f-VLyLkkjPMrv8ejUHv4XrETznB,92689
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,19,NC_000006.12,SQ.0iKlIQk2oZLoeOG9P1riRU6hvL5Ux8TV,170805979
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,20,NC_000007.14,SQ.F-LrLMe1SRpfUZHkQmvkVKFEGaoDeHul,159345973
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,21,NC_000008.11,SQ.209Z7zJ-mFypBEWLk4rNC6S_OxY5p7bs,145138636
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,22,NC_000009.12,SQ.KEO-4XBcm1cxeo_DIQ8_ofqGUkp4iZhI,138394717
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,23,NT_187372.1,SQ.BigIyI3QfVcuJ_DY1bDpn7S3OZDeWepW,40062
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,24,NT_187373.1,SQ.vP7iAgOn0tE-Z8r6N3OhXoEBHm5qkPww,38054
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,25,NT_187374.1,SQ.UpAU2RxXhtmXwip54NaWA7_iVaHV86H_,176845
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,26,NT_187375.1,SQ.DhsZh12tahSItS53KzsS7GX8wqc4bL-T,39050
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,27,NC_000010.11,SQ.ss8r_wB0-b9r44TQTMmVTI92884QvBiB,133797422
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,28,NC_000011.10,SQ.2NkFm8HK88MqeNkCgj78KidCAXgnsfV1,135086622
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,29,NT_187376.1,SQ.AhP81OHpo8WmXgWrmSbwzexaFKNa3m8d,100316
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,30,NC_000012.12,SQ.6wlJpONE3oNb4D69ULmEXhqyDZ4vwNfl,133275309
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,31,NC_000013.11,SQ._0wi-qoDrvram155UmcSC-zA5ZK4fpLT,114364328
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,32,NC_000014.9,SQ.eK4D2MosgK_ivBkgi6FVPg5UXs1bYESm,107043718
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,33,NT_113796.3,SQ.K_ieIfNIy1Ktulg8QSlhvJvm_1uQOtjD,201709
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,34,NT_167219.1,SQ.KuhqeekACzuyI14I7mL58jVhKFU3Sm_6,211173
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,35,NT_187377.1,SQ.YgNzI4wbLo1nMEFzDyNIbj5tDLPehvB5,194050
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,36,NT_113888.1,SQ.WyYCLC4VxJvbBz2b_wBWF5BdQotiUVdB,191469
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,37,NT_187378.1,SQ._d5lr3gQr1_trmVx4lU81rTEN8xNLmxc,38115
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,38,NT_187379.1,SQ.o0LCyl_OhEGuybycNH1TadSm9b8q6wuz,39555
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,39,NT_187380.1,SQ.XqQFT2CFmizvqSSAFOK5n8yAtrQMpq01,172810
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,40,NT_187381.1,SQ.aIC_CWyHqvjSCj1cl9xwoYvDu0CD4CRX,43739
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,41,NC_000015.10,SQ.AsXvWL1-2i5U_buw6_niVIxD6zTbAuS6,101991189
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,42,NT_187382.1,SQ.g1ko5PoH_AMkMOJA5I5iAsj2HRMdoXt2,448248
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,43,NC_000016.10,SQ.yC_0RBj3fgBlvgyAuycbzdubtLxq-rE0,90338345
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,44,NT_187383.1,SQ.b85GOvHcLhKB5UzO54jFwrXe2HKwfQab,1872759
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,45,NC_000017.11,SQ.dLZ15tNO1Ur0IcGjwc3Sdi_0A6Yf4zm7,83257441
